ID,YearStart,YearEnd,Description,LocationAbbr,LocationDesc,DataSource,Class,Topic,Question,Response,Data_Value_Unit,DataValueTypeId,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,GeoLocation_Lat,GeoLocation_Long,ClassId,TopicId,QuestionId,ResponseId,StratficationCategory1,StratificationCategoryId1,Stratification1,StratificationId1,StratificationCategory2,StratificationCategoryId2,Stratification2,StratificationId2,StratificationCategory3,StratificationCategoryId3,Stratification3,StratificationId3,LocationDisplayOrder,FootnoteSymbol,FootnoteText,URL,FootnoteHeading
95626,2015,2015,2015,HI,Hawaii,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,13.4,,,12.3,14.7,"5,665",21.30485044,-157.8577494,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,15,,,,
103786,2015,2015,2015,ID,Idaho,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,13.5,,,11.5,15.7,"1,740",43.68263001,-114.36373,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,16,,,,
110559,2015,2015,2015,IL,Illinois,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,18.3,,,16,20.8,"3,108",40.48501028,-88.99771018,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,17,,,,
103683,2015,2015,2015,IN,Indiana,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,20,,,16.5,24.1,"1,885",39.76691045,-86.14996019,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,18,,,,
114999,2015,2015,2015,KY,Kentucky,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,32.4,,,29.5,35.4,"2,512",37.64597027,-84.77497105,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,21,,,,
101388,2015,2015,2015,MD,Maryland,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,16.6,,,16.1,17.1,"52,807",39.29058096,-76.60926011,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,24,,,,
96935,2015,2015,2015,MA,Massachusetts,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,13.8,,,11.6,16.2,"3,053",42.27687047,-72.08269068,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,25,,,,
97781,2015,2015,2015,MI,Michigan,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,18.9,,,17.1,20.9,"4,715",44.66131954,-84.71439027,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,26,,,,
99098,2015,2015,2015,MS,Mississippi,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,29.4,,,27.4,31.5,"2,136",32.7455101,-89.53803083,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,28,,,,
91884,2015,2015,2015,MO,Missouri,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,21.1,,,18.1,24.4,"1,474",38.63579078,-92.56630005,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,29,,,,
96951,2015,2015,2015,MT,Montana,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,18.6,,,17.3,20,"4,414",47.06652897,-109.4244206,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,30,,,,
96241,2015,2015,2015,NE,Nebraska,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,20.4,,,18.1,22.8,"1,600",41.64104099,-99.36572062,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,31,,,,
103900,2015,2015,2015,NV,Nevada,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,13.7,,,11.7,16,"1,420",39.49324039,-117.0718406,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,32,,,,
106681,2015,2015,2015,NH,New Hampshire,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,13,,,12.2,13.9,"14,756",43.65595011,-71.50036092,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,33,,,,
108099,2015,2015,2015,NM,New Mexico,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,21,,,19.9,22.1,"7,982",34.52088095,-106.240581,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,35,,,,
113138,2015,2015,2015,NY,New York,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,14,,,12.2,15.9,"9,124",42.82700103,-75.54397043,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,36,,,,
115977,2015,2015,2015,NC,North Carolina,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,26.8,,,22.7,31.4,"5,794",35.46622098,-79.15925046,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,37,,,,
114978,2015,2015,2015,ND,North Dakota,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,18.7,,,16.6,20.9,"2,099",47.47531978,-100.118421,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,38,,,,
114084,2015,2015,2015,OK,Oklahoma,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,29.4,,,25.9,33.2,"1,599",35.47203136,-97.52107021,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,40,,,,
110231,2015,2015,2015,PA,Pennsylvania,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,18.2,,,15.9,20.8,"2,775",40.79373015,-77.86070029,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,42,,,,
95277,2015,2015,2015,RI,Rhode Island,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,12.6,,,10.4,15.2,"3,280",41.70828019,-71.52247031,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,44,,,,
114054,2015,2015,2015,SC,South Carolina,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,26.7,,,23.6,30,"1,285",33.9988213,-81.04537121,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,45,,,,
101887,2015,2015,2015,SD,South Dakota,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,23.2,,,19.4,27.5,"1,258",44.35313005,-100.3735306,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,46,,,,
108387,2015,2015,2015,TN,Tennessee,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,29,,,26.5,31.7,"4,090",35.68094058,-85.77449091,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,47,,,,
117604,2015,2015,2015,VT,Vermont,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,14.8,,,14.4,15.3,"20,762",43.62538124,-72.51764079,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,50,,,,
118277,2015,2015,2015,VA,Virginia,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,17,,,14.8,19.4,"5,055",37.54268067,-78.45789046,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,51,,,,
116126,2015,2015,2015,WV,West Virginia,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,30.1,,,27.6,32.7,"1,577",38.6655102,-80.71264014,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,54,,,,
113935,2015,2015,2015,WY,Wyoming,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,21.2,,,18.9,23.6,"2,359",43.23554134,-108.1098304,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,56,,,,
89405,2015,2015,2015,GU,Guam,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,16.7,,,13.7,20.1,"1,212",13.444304,144.793731,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,66,,,,
88900,2015,2015,2015,PR,Puerto Rico,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,30.2,,,25.9,34.9,"1,603",18.220833,-66.590149,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,72,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,†,"Respondents were asked, “During the past 7 days, how many times did you drink a can, bottle, or glass of soda or pop, such as Coke, Pepsi, or Sprite? (Do not include diet soda or diet pop.)"" Response categories ranged from “I did not drink soda or pop during the past 7 days” to 4 or more times per day.",,Footnote
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Youth Risk Behavior Surveillance System (YRBSS) - http://www.cdc.gov/healthyyouth/yrbs/index.htm,https://www.cdc.gov/healthyyouth/data/yrbs/index.htm,Data Source
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Centers for Disease Control and Prevention. National Center for Chronic Disease Prevention and Health Promotion, Division of Nutrition, Physical Activity, and Obesity. Data, Trend and Maps [online].",/nccdphp/dnpao/data-trends-maps/index.html,Suggested Citation
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Breastfeeding,/breastfeeding/index.htm,Related Links
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Division of Nutrition, Physical Activity, and Obesity",/nccdphp/dnpao/index.html,Related Links
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Physical Activity,/physicalactivity/index.html,Related Links
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chronic Disease Prevention and Health Promotion,/chronicdisease/index.htm,Related Links
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overweight and Obesity,/obesity/index.html,Related Links
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State and Local Programs,/nccdphp/dnpao/state-local-programs/index.html,Related Links
