ID,YearStart,YearEnd,Description,LocationAbbr,LocationDesc,DataSource,Class,Topic,Question,Response,Data_Value_Unit,DataValueTypeId,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,GeoLocation_Lat,GeoLocation_Long,ClassId,TopicId,QuestionId,ResponseId,StratficationCategory1,StratificationCategoryId1,Stratification1,StratificationId1,StratificationCategory2,StratificationCategoryId2,Stratification2,StratificationId2,StratificationCategory3,StratificationCategoryId3,Stratification3,StratificationId3,LocationDisplayOrder,FootnoteSymbol,FootnoteText,URL,FootnoteHeading
108613,2011,2011,2011,NE,Nebraska,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,26.2,,,24.6,27.9,"3,803",41.64104099,-99.36572062,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,31,,,,
107587,2011,2011,2011,NJ,New Jersey,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,18.5,,,16.3,21,"1,642",40.13057005,-74.27369129,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,34,,,,
91933,2011,2011,2011,NM,New Mexico,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,27.9,,,26.7,29.1,"5,662",34.52088095,-106.240581,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,35,,,,
115374,2011,2011,2011,NY,New York,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,21.4,,,19.7,23.1,"11,808",42.82700103,-75.54397043,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,36,,,,
89927,2011,2011,2011,NC,North Carolina,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,30.4,,,27.1,34,"1,898",35.46622098,-79.15925046,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,37,,,,
101478,2011,2011,2011,ND,North Dakota,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,26.8,,,24.2,29.6,"1,902",47.47531978,-100.118421,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,38,,,,
93807,2011,2011,2011,OH,Ohio,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,25.2,,,21.6,29.2,"1,398",40.06021014,-82.40426006,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,39,,,,
115299,2011,2011,2011,OK,Oklahoma,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,35.7,,,32.1,39.4,"1,139",35.47203136,-97.52107021,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,40,,,,
94133,2011,2011,2011,RI,Rhode Island,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,20.2,,,18.5,21.9,"3,884",41.70828019,-71.52247031,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,44,,,,
90119,2011,2011,2011,SC,South Carolina,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,33,,,29.1,37.1,"1,430",33.9988213,-81.04537121,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,45,,,,
92606,2011,2011,2011,SD,South Dakota,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,28.4,,,24.3,32.9,"1,526",44.35313005,-100.3735306,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,46,,,,
110042,2011,2011,2011,TN,Tennessee,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,40.2,,,37,43.5,"2,600",35.68094058,-85.77449091,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,47,,,,
102234,2011,2011,2011,TX,Texas,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,29,,,26.4,31.7,"4,116",31.82724041,-99.42677021,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,48,,,,
117516,2011,2011,2011,UT,Utah,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,14.3,,,12.4,16.4,"1,699",39.36070017,-111.5871306,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,49,,,,
89690,2011,2011,2011,VT,Vermont,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,16.1,,,13.2,19.6,"8,471",43.62538124,-72.51764079,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,50,,,,
105477,2011,2011,2011,VA,Virginia,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,24.3,,,20.3,28.8,"1,432",37.54268067,-78.45789046,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,51,,,,
100703,2011,2011,2011,WV,West Virginia,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,39.1,,,34.5,44,"2,143",38.6655102,-80.71264014,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,54,,,,
92323,2011,2011,2011,WI,Wisconsin,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,23.1,,,20.8,25.4,"3,000",44.39319117,-89.81637074,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,55,,,,
91167,2011,2011,2011,WY,Wyoming,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,25.9,,,23.4,28.5,"2,435",43.23554134,-108.1098304,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,56,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,†,"Respondents were asked, “During the past 7 days, how many times did you drink a can, bottle, or glass of soda or pop, such as Coke, Pepsi, or Sprite? (Do not include diet soda or diet pop.)"" Response categories ranged from “I did not drink soda or pop during the past 7 days” to 4 or more times per day.",,Footnote
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Youth Risk Behavior Surveillance System (YRBSS) - http://www.cdc.gov/healthyyouth/yrbs/index.htm,https://www.cdc.gov/healthyyouth/data/yrbs/index.htm,Data Source
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Centers for Disease Control and Prevention. National Center for Chronic Disease Prevention and Health Promotion, Division of Nutrition, Physical Activity, and Obesity. Data, Trend and Maps [online].",/nccdphp/dnpao/data-trends-maps/index.html,Suggested Citation
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Breastfeeding,/breastfeeding/index.htm,Related Links
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Division of Nutrition, Physical Activity, and Obesity",/nccdphp/dnpao/index.html,Related Links
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Physical Activity,/physicalactivity/index.html,Related Links
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chronic Disease Prevention and Health Promotion,/chronicdisease/index.htm,Related Links
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overweight and Obesity,/obesity/index.html,Related Links
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State and Local Programs,/nccdphp/dnpao/state-local-programs/index.html,Related Links
