ID,YearStart,YearEnd,Description,LocationAbbr,LocationDesc,DataSource,Class,Topic,Question,Response,Data_Value_Unit,DataValueTypeId,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,GeoLocation_Lat,GeoLocation_Long,ClassId,TopicId,QuestionId,ResponseId,StratficationCategory1,StratificationCategoryId1,Stratification1,StratificationId1,StratificationCategory2,StratificationCategoryId2,Stratification2,StratificationId2,StratificationCategory3,StratificationCategoryId3,Stratification3,StratificationId3,LocationDisplayOrder,FootnoteSymbol,FootnoteText,URL,FootnoteHeading
98831,2007,2007,2007,MO,Missouri,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,32.8,,,28.4,37.5,"1,550",38.63579078,-92.56630005,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,29,,,,
99610,2007,2007,2007,MT,Montana,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,26.2,,,24.5,28.1,"3,973",47.06652897,-109.4244206,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,30,,,,
116993,2007,2007,2007,NV,Nevada,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,23.5,,,21.2,26,"1,732",39.49324039,-117.0718406,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,32,,,,
98711,2007,2007,2007,NH,New Hampshire,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,24.2,,,21.2,27.4,"1,626",43.65595011,-71.50036092,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,33,,,,
96636,2007,2007,2007,NM,New Mexico,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,28,,,24.8,31.5,"2,346",34.52088095,-106.240581,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,35,,,,
105461,2007,2007,2007,NY,New York,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,24,,,22.1,25.9,"11,225",42.82700103,-75.54397043,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,36,,,,
104705,2007,2007,2007,NC,North Carolina,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,36.9,,,34.4,39.6,"3,467",35.46622098,-79.15925046,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,37,,,,
102158,2007,2007,2007,ND,North Dakota,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,28.6,,,26,31.5,"1,759",47.47531978,-100.118421,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,38,,,,
102670,2007,2007,2007,OH,Ohio,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,30.3,,,27.5,33.3,"2,474",40.06021014,-82.40426006,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,39,,,,
112879,2007,2007,2007,OK,Oklahoma,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,40.7,,,38,43.5,"2,592",35.47203136,-97.52107021,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,40,,,,
107501,2007,2007,2007,RI,Rhode Island,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,25.2,,,21.8,29,"2,164",41.70828019,-71.52247031,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,44,,,,
93298,2007,2007,2007,SC,South Carolina,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,34.3,,,30.5,38.2,"1,225",33.9988213,-81.04537121,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,45,,,,
102846,2007,2007,2007,SD,South Dakota,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,28.2,,,25.2,31.5,"1,597",44.35313005,-100.3735306,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,46,,,,
100335,2007,2007,2007,TN,Tennessee,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,46.4,,,43.6,49.3,"2,051",35.68094058,-85.77449091,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,47,,,,
95087,2007,2007,2007,TX,Texas,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,37.8,,,35.4,40.2,"3,350",31.82724041,-99.42677021,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,48,,,,
109052,2007,2007,2007,UT,Utah,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,16.9,,,14.3,19.8,"1,956",39.36070017,-111.5871306,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,49,,,,
94852,2007,2007,2007,VT,Vermont,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,24.5,,,20,29.6,"6,678",43.62538124,-72.51764079,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,50,,,,
110908,2007,2007,2007,WV,West Virginia,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,45.9,,,41.1,50.7,"1,379",38.6655102,-80.71264014,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,54,,,,
113202,2007,2007,2007,WI,Wisconsin,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,25,,,22.1,28.2,"2,082",44.39319117,-89.81637074,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,55,,,,
115441,2007,2007,2007,WY,Wyoming,YRBSS,Sugar Drinks,Sugar Drinks - Behavior,Percent of students in grades 9-12 who drank regular soda/pop at least one time per day †,,,VALUE,Value,27.9,,,25.3,30.7,"2,168",43.23554134,-108.1098304,SD,SD1,Q058,,Total,OVR,Total,OVERALL,,,,,,,,,56,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,†,"Respondents were asked, “During the past 7 days, how many times did you drink a can, bottle, or glass of soda or pop, such as Coke, Pepsi, or Sprite? (Do not include diet soda or diet pop.)"" Response categories ranged from “I did not drink soda or pop during the past 7 days” to 4 or more times per day.",,Footnote
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Youth Risk Behavior Surveillance System (YRBSS) - http://www.cdc.gov/healthyyouth/yrbs/index.htm,https://www.cdc.gov/healthyyouth/data/yrbs/index.htm,Data Source
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Centers for Disease Control and Prevention. National Center for Chronic Disease Prevention and Health Promotion, Division of Nutrition, Physical Activity, and Obesity. Data, Trend and Maps [online].",/nccdphp/dnpao/data-trends-maps/index.html,Suggested Citation
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Breastfeeding,/breastfeeding/index.htm,Related Links
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Division of Nutrition, Physical Activity, and Obesity",/nccdphp/dnpao/index.html,Related Links
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Physical Activity,/physicalactivity/index.html,Related Links
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chronic Disease Prevention and Health Promotion,/chronicdisease/index.htm,Related Links
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overweight and Obesity,/obesity/index.html,Related Links
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State and Local Programs,/nccdphp/dnpao/state-local-programs/index.html,Related Links
